level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	39	8	2696	1325	60	19	95.094650	RADAR
5	1	1	1	39	9	3302	1313	18	39	31.383308	ys
5	1	1	1	39	10	3809	1322	19	19	95.101189	LT
5	1	1	1	39	11	3841	1322	47	19	93.888153	TYPE
5	1	1	1	39	12	3904	1322	60	19	93.888153	RADAR
5	1	1	1	40	1	698	1349	69	43	66.879364	VN
5	1	1	1	40	2	928	1349	61	43	0.000000	VN
5	1	1	1	40	3	1203	1349	65	43	46.498886	VN]
5	1	1	1	40	4	2011	1349	69	43	35.605473	VN
5	1	1	1	40	5	2242	1349	65	43	35.355751	VN]
5	1	1	1	40	6	2526	1349	65	43	46.498886	VN]
5	1	1	1	40	7	3242	1349	69	43	36.024952	VN
5	1	1	1	40	8	3433	1348	59	44	70.856216	aN
5	1	1	1	40	9	3720	1353	56	28	46.498886	VN]
5	1	1	1	41	1	702	1382	57	28	75.410988	KAY
5	1	1	1	41	2	932	1382	57	28	91.592758	KA
5	1	1	1	41	3	1207	1382	56	28	12.481356	KA}
5	1	1	1	41	4	1303	1395	156	12	49.385303	11528-801-HBy-200
5	1	1	1	41	5	1828	1385	56	56	0.000000	)
5	1	1	1	41	6	2015	1382	57	28	86.595390	KA
5	1	1	1	41	7	2246	1382	57	28	73.533310	KAY
5	1	1	1	41	8	2530	1382	56	28	14.029131	KA]
5	1	1	1	41	9	2626	1395	155	12	0.000000	11528-802-HBy-200
5	1	1	1	41	10	3058	1381	60	64	0.000000	®)
5	1	1	1	41	11	3242	1378	61	37	67.230186	KA
5	1	1	1	41	12	3433	1381	57	28	73.728111	KY
5	1	1	1	41	13	3720	1382	56	28	88.243645	KA
5	1	1	1	42	1	588	1416	22	33	0.000000	PP)
5	1	1	1	42	2	765	1416	24	36	24.438782	Ly]
5	1	1	1	42	3	1039	1415	8	19	73.534378	Uf
5	1	1	1	42	4	1071	1415	34	19	79.701653	TYPE
5	1	1	1	42	5	1135	1415	42	19	2.708797	FAD;
5	1	1	1	42	6	1343	1420	66	17	90.346886	200Ax1
5	1	1	1	42	7	2083	1416	20	36	46.748505	Hi
5	1	1	1	42	8	2632	1423	66	17	89.060669	200Ax1
5	1	1	1	42	9	3309	1417	20	35	20.587479	Ly
5	1	1	1	42	10	3757	1428	156	13	61.000275	11528-803-HBY-200
5	1	1	1	43	1	593	1454	13	14	14.224644	H
5	1	1	1	43	2	648	1450	35	18	5.141449	W180
5	1	1	1	43	3	765	1439	20	49	56.816475	Hl
5	1	1	1	43	4	1432	1451	64	17	95.786407	VENT
5	1	1	1	43	5	1907	1454	13	14	0.000000	Bh
5	1	1	1	43	6	1962	1450	35	18	2.558184	Ni85
5	1	1	1	43	7	2030	1449	69	35	38.821468	(BT
5	1	1	1	43	8	2129	1451	30	29	47.486206	(EE
5	1	1	1	43	9	2755	1451	64	17	95.900681	VENT
5	1	1	1	43	10	3137	1454	14	14	15.548096	nH
5	1	1	1	43	11	3192	1450	35	18	25.854736	W190
5	1	1	1	43	12	3309	1439	20	49	56.816475	Hl
5	1	1	1	43	13	3848	1451	64	17	95.923676	VENT
5	1	1	1	44	1	338	1480	65	15	53.978508	Bowes
5	1	1	1	44	2	419	1480	35	15	41.320076	ofa
5	1	1	1	44	3	504	1472	112	48	4.360933	_Z004x1
5	1	1	1	44	4	584	1460	33	64	38.900368	3)
5	1	1	1	44	5	965	1459	170	73	42.794609	BEC)
5	1	1	1	44	6	1150	1459	118	73	58.907909	Aye)
5	1	1	1	44	7	1291	1459	64	64	23.980017	(Bh)
5	1	1	1	44	8	1414	1476	101	17	61.798328	QUTSIDE
5	1	1	1	44	9	1585	1480	65	15	0.000000	_BOLeR
5	1	1	1	44	10	1666	1480	35	15	57.879227	OFA
5	1	1	1	44	11	1765	1486	66	18	0.000000	__po0qx1
5	1	1	1	44	12	1894	1475	36	45	41.873024	3]
5	1	1	1	44	13	2036	1484	19	13	41.395435	86
5	1	1	1	44	14	2134	1484	20	13	54.172867	86
